Source,Target,Weight
7091,11585,2
7091,12402,5
7091,12614,1
7091,12783,4
7091,9645,3
7091,13866,4
7091,13917,1
7091,14322,4
7091,14780,4
7091,18819,5
7091,19877,4
7091,17056,4
7091,15912,3
7091,19207,4
7091,20980,8
7091,15593,5
7091,17308,8
7091,18338,5
7091,20576,6
7091,21648,2
7091,14471,4
7091,21206,2
7091,19284,4
7091,21542,6
7091,15259,2
7091,15839,2
7091,22110,4
7091,16371,2
7091,19539,2
7091,16786,3
7091,16141,4
7091,15928,4
7093,7308,6
7093,12290,3
7093,18727,4
7093,15586,3
7093,9990,3
7093,14521,1
7093,8249,4
7093,16625,3
7093,16257,4
7093,9301,3
7093,17921,1
7093,16641,6
7093,16780,4
7093,13747,5
7093,10481,3
7093,13698,4
7093,20068,6
7093,13102,5
7093,20031,4
7093,10639,5
7093,9049,7
7093,13756,3
7093,15558,4
7093,10020,1
7093,9224,3
7093,19324,2
7093,10469,2
7093,8941,6
7093,14291,1
7093,13657,3
7093,15867,3
7093,17856,4
7093,9060,2
7093,21946,2
7093,15005,2
7093,7642,4
7093,14509,2
7093,9471,2
7093,17190,2
7093,18097,1
7093,16548,1
7097,13631,2
7097,12181,5
7097,16003,4
7097,12481,3
7097,11302,3
7097,9171,3
7097,18491,5
7097,20243,2
7099,22049,4
7099,11285,2
7099,21138,4
7099,15191,7
7099,16487,6
7099,16885,8
7103,14856,2
7103,7357,1
7103,14426,4
7103,18977,4
7106,8288,3
7106,21497,1
7106,12902,3
7106,14241,4
7106,17411,6
7106,14111,3
7106,13340,7
7106,20510,1
7107,11149,6
7107,20542,3
7107,17569,3
7111,16427,3
7111,19442,5
7111,8271,4
7111,7357,2
7111,8893,2
7111,9363,4
7111,9562,2
7111,10060,2
7111,10995,3
7111,14770,5
7111,18819,3
7111,21491,4
7111,22100,4
7111,12116,3
7111,22110,3
7111,16001,3
7111,8335,4
7111,19891,1
7111,16336,3
7111,17340,3
7111,16805,4
7111,20337,4
7111,19930,4
7112,18357,3
7112,21802,5
7112,13573,5
7112,22159,5
7112,9975,3
7114,22379,3
7114,20563,3
7114,16603,8
7114,14322,4
7114,21804,4
7114,15222,1
7115,21466,6
7115,22458,3
7116,10325,3
7116,13796,3
7116,9723,3
7118,8257,2
7118,13365,10
7118,20328,5
7120,9133,1
7120,22391,6
7121,14002,2
7121,16702,1
7121,9981,8
7121,20415,3
7121,22412,4
7121,12198,1
7121,16014,2
7125,14393,1
7125,11272,1
7125,18196,3
7125,16692,3
7125,17226,4
7125,13735,4
7125,8877,4
7129,12053,7
7131,15460,6
7131,18485,6
7132,19092,6
7132,12235,10
7132,12076,3
7132,8353,8
7132,8225,6
7132,15936,10
7132,9180,5
7132,20349,7
7132,9940,8
7132,20363,10
7132,9337,11
7133,7732,2
7133,22074,4
7133,8685,5
7133,11149,3
7133,12618,4
7133,7884,1
7133,9801,4
7133,11929,4
7133,16716,5
7133,14107,2
7133,11172,4
7133,18198,2
7133,19906,4
7133,9670,4
7133,20415,5
7137,21397,5
7137,22105,4
7141,19733,3
7146,10808,3
7147,21613,7
7147,13219,4
7147,10965,3
7147,8078,6
7149,18538,6
7150,11316,2
7150,18135,3
7150,19277,3
7150,13824,3
7150,11513,3
7150,16126,1
7150,8780,7
7150,8778,5
7150,9608,5
7150,12482,5
7150,8078,7
7150,18690,2
7150,8328,4
7150,9388,5
7150,16388,1
7150,13163,2
7150,12391,1
7150,15780,2
7150,17089,7
7150,22438,2
7150,10271,7
7150,20603,5
7150,17092,2
7150,16726,5
7152,16955,5
7152,8386,4
7152,11589,5
7152,21419,5
7152,17348,4
7152,17066,2
7154,14053,2
7154,8641,1
7154,13383,1
7154,17759,3
7154,16906,4
7157,15100,3
7157,21173,3
7157,20732,2
7157,15612,5
7157,19877,2
7157,21353,2
7157,20824,3
7159,15004,1
7172,19952,1
7172,10295,3
7172,16663,4
7172,11454,2
7175,12331,3
7175,15260,4
7175,15657,3
7175,12909,2
7176,10268,3
7179,18789,4
7181,12950,3
7181,16685,8
7185,13000,4
7185,20447,3
7185,7957,8
7189,16387,9
7189,17459,3
7189,16845,11
7189,22256,9
7189,20218,5
7190,19898,4
7197,18658,6
7197,14782,4
7197,14984,2
7197,11264,3
7204,10184,4
7204,15180,2
7206,12715,4
7206,10857,3
7206,14080,4
7212,13645,3
7212,20876,2
7212,9706,2
7212,16203,3
7212,22401,4
7212,16128,3
7212,20624,3
7212,12872,4
7212,7813,5
7217,22371,3
7218,11368,4
7218,12472,4
7218,15399,3
7218,19386,1
7218,21684,1
7222,18819,5
7222,7271,4
7222,19891,2
7222,14585,4
7222,21907,4
7222,22100,2
7222,10995,3
7222,21491,3
7222,11585,3
7222,16001,5
7222,8045,5
7222,16427,3
7222,8271,4
7222,10129,4
7222,9363,5
7222,9394,6
7222,22110,4
7222,8893,4
7222,15878,4
7222,16436,3
7222,9164,2
7222,19653,5
7222,22024,5
7222,7822,3
7222,15475,3
7222,18355,3
7222,7357,4
7222,11719,3
7228,11173,9
7228,12514,3
7228,19026,7
7228,13675,6
7228,10974,4
7228,20335,5
7232,18000,3
7232,17795,4
7232,13474,3
7232,10260,2
7232,22215,5
7233,11263,5
7233,7635,6
7233,11640,3
7233,13646,8
7233,14449,6
7233,17298,5
7233,19927,5
7233,20727,5
7233,21198,4
7233,20954,3
7233,16489,3
7233,9826,4
7233,8213,5
7233,20832,6
7233,13889,4
7233,21333,4
7233,10704,7
7234,14772,4
7234,19749,2
7234,16734,4
7234,16980,3
7234,18097,2
7234,14024,4
7234,20239,2
7236,13395,2
7236,10857,1
7236,18450,3
7249,12260,6
7249,13120,3
7251,18357,6
7251,17538,6
7251,16528,2
7251,9975,7
7254,17447,2
7255,12985,5
7255,12368,3
7255,13103,1
7257,11782,1
7257,12222,4
7257,13658,3
7257,11528,2
7257,8140,5
7257,12009,6
7257,20402,2
7257,12647,3
7266,9407,1
7266,13419,3
7266,17347,3
7266,21643,4
7266,14712,3
7266,17092,1
7266,21909,6
7267,18767,7
7268,8238,8
7268,19605,7
7268,17358,4
7268,15210,7
7268,9644,5
7268,12432,8
7268,21798,4
7268,14039,4
7268,17790,1
7268,14973,7
7268,13844,5
7268,15352,5
7268,20191,7
7270,17569,2
7271,12783,2
7271,16974,2
7271,17056,2
7271,16350,4
7271,18355,3
7271,9209,3
7271,16901,3
7271,7822,3
7276,12749,4
7276,11890,4
7276,15670,4
7276,21652,4
7276,11185,2
7276,9970,10
7276,15511,6
7276,16328,4
7276,11977,3
7276,15419,3
7276,18821,3
7276,11579,9
7276,12518,9
7276,17686,2
7276,22040,2
7280,11835,4
7281,13210,3
7281,15273,4
7283,19509,1
7288,9813,2
7288,21324,1
7288,21274,4
7288,21681,6
7288,19964,3
7288,18235,4
7288,16105,4
7288,13140,3
7288,19621,2
7288,14703,3
7288,20168,4
7288,11248,1
7288,12025,3
7288,7919,1
7288,12745,4
7288,20516,3
7288,9567,3
7288,20037,3
7288,18167,4
7288,20889,3
7288,9996,3
7288,11850,1
7288,11473,3
7288,17591,3
7288,13074,5
7288,8062,1
7288,18638,1
7288,7978,6
7288,19127,2
7288,18539,3
7288,18624,4
7288,21087,4
7288,8795,2
7288,7606,4
7290,10106,2
7290,18071,6
7290,16368,5
7305,9174,5
7305,8182,4
7305,22130,5
7305,14399,5
7305,22373,12
7305,10250,4
7306,17243,3
7308,9961,2
7308,12350,7
7308,12290,10
7308,15586,5
7308,8119,5
7308,12808,4
7308,20068,9
7308,12542,7
7308,17921,1
7308,16641,3
7308,13698,6
7308,20031,4
7308,11940,4
7308,21946,3
7308,13756,4
7308,17625,4
7308,10020,2
7308,7642,5
7308,11003,4
7308,19324,4
7308,8941,5
7308,9060,3
7308,14509,3
7308,16625,4
7308,7936,9
7308,21402,4
7309,11581,2
7309,17739,8
7311,8729,4
7311,18006,2
7311,8157,4
7311,12640,2
7311,11423,3
7311,21035,6
7311,18684,5
7311,14473,4
7311,18052,6
7311,18100,4
7311,20180,4
7311,17485,3
7311,20862,6
7311,15696,4
7311,11525,5
7311,21123,3
7311,21272,1
7311,15797,2
7311,19735,3
7311,19567,7
7311,16197,6
7311,18656,4
7311,17153,3
7313,8026,2
7313,21030,5
7313,18155,2
7313,20415,3
7313,11514,3
7313,11054,2
7321,8239,4
7321,16514,3
7321,10579,2
7329,11267,2
7329,13284,1
7329,15787,1
7329,15838,2
7329,16860,1
7329,16953,1
7329,9890,3
7329,20964,1
7329,21870,2
7330,13639,3
7330,10387,4
7332,8548,3
7332,15714,3
7332,22162,1
7332,12168,2
7332,11470,2
7332,22315,4
7341,11962,5
7341,8424,6
7341,9560,6
7341,20476,3
7341,13679,7
7341,15126,6
7341,20790,4
7341,18039,6
7341,13447,3
7341,11306,3
7343,12064,4
7343,8377,3
7343,11712,4
7345,9264,4
7345,7938,2
7346,8047,3
7346,8351,5
7346,7357,3
7346,9363,5
7346,11164,3
7346,15878,5
7346,16285,1
7346,16938,2
7346,20324,3
7346,17214,2
7348,10670,6
7348,21489,9
7348,17547,1
7348,10608,7
7348,19815,2
7350,8716,4
7350,10387,4
7355,20516,3
7355,7800,9
7355,21236,6
7355,11850,2
7355,9034,6
7355,13922,9
7355,12774,3
7355,18167,5
7355,17591,2
7355,9641,8
7355,18869,6
7355,19268,9
7355,19127,8
7355,15416,11
7355,20162,9
7355,13140,8
7355,14016,3
7355,8795,6
7355,7919,5
7356,15362,5
7356,11140,4
7356,8920,2
7356,13517,6
7356,16095,6
7356,22403,3
7356,12036,7
7356,14095,4
7356,8304,8
7356,17860,10
7356,11410,7
7356,11611,4
7356,17048,3
7356,15644,5
7357,16427,4
7357,15753,2
7357,7549,3
7357,7566,3
7357,7670,3
7357,7767,3
7357,7822,2
7357,7860,3
7357,20542,1
7357,8009,2
7357,8045,4
7357,8047,4
7357,8271,3
7357,8351,4
7357,8486,2
7357,14770,3
7357,16938,1
7357,21012,3
7357,19003,2
7357,9645,3
7357,21721,3
7357,18977,2
7357,12018,3
7357,14780,3
7357,9843,4
7357,17308,2
7357,16436,3
7357,17439,2
7357,15878,3
7357,17495,4
7357,19982,2
7357,12783,3
7357,21907,4
7357,20857,1
7357,20358,3
7357,11897,2
7357,14633,2
7357,10292,1
7357,16285,2
7357,17669,2
7357,17671,4
7357,12879,4
7357,18773,1
7357,15475,3
7357,16805,3
7357,18188,4
7357,17340,2
7357,17056,2
7357,18422,1
7357,20200,4
7357,20013,3
7357,15912,3
7357,17684,1
7357,16639,1
7357,8335,3
7357,11585,2
7357,10129,3
7357,9394,4
7357,16113,4
7357,19653,3
7357,15928,4
7357,9652,3
7357,16226,2
7357,14322,4
7357,12116,3
7357,18797,1
7357,21078,1
7357,16129,3
7357,13341,1
7357,15950,3
7357,13505,2
7357,9209,4
7357,13866,3
7357,18819,4
7357,10396,1
7357,9678,2
7357,13175,4
7357,13178,3
7357,17214,1
7357,9164,2
7357,19481,4
7357,17570,1
7357,14350,2
7357,14531,1
7357,10577,2
7357,15947,2
7357,18155,1
7357,16264,1
7357,22404,2
7357,12873,4
7357,21491,3
7357,15839,2
7357,22110,4
7357,16371,3
7357,17953,2
7357,22414,3
7357,12042,3
7357,19379,3
7357,9363,4
7357,16001,4
7357,17428,4
7357,20797,2
7357,9554,2
7357,11849,3
7357,11946,3
7357,10479,3
7357,13193,4
7357,9562,3
7357,8893,3
7357,17437,1
7357,21684,3
7357,16786,4
7357,20811,2
7357,17788,3
7357,18338,3
7357,14123,1
7357,11164,2
7357,10995,3
7357,10814,2
7357,21503,2
7357,14471,1
7357,16111,4
7357,14585,3
7357,9222,2
7357,15127,2
7357,11719,2
7357,19891,2
7357,21542,3
7357,10968,3
7357,13005,2
7357,19539,2
7357,18061,2
7357,16403,3
7357,20337,4
7357,18181,3
7358,19245,8
7358,10019,6
7358,15936,3
7358,11158,1
7358,17615,4
7359,21491,2
7359,7448,4
7359,17056,2
7359,9645,3
7359,17849,1
7359,13528,4
7359,17185,3
7359,8893,3
7359,15928,5
7365,10980,3
7365,15839,4
7365,9777,2
7365,17169,2
7365,18009,2
7365,18369,2
7365,11469,2
7365,18688,2
7365,8663,2
7366,22181,3
7366,20562,3
7369,18910,2
7370,12766,3
7370,20012,3
7370,12031,2
7370,8364,2
7370,19946,3
7370,19189,3
7370,17786,3
7374,17202,1
7374,22445,3
7374,15373,1
7374,13261,3
7374,16975,3
7374,21952,4
7374,14591,2
7374,19473,3
7374,7602,3
7374,20281,3
7374,9466,4
7374,21840,1
7374,18356,1
7374,20774,3
7374,7834,2
7374,19558,4
7375,11108,2
7375,12589,2
7377,19913,2
7377,12770,4
7377,20413,3
7378,16546,1
7382,15030,5
7384,9998,1
7384,10293,3
7384,11642,5
7384,9445,7
7384,10348,4
7384,13920,1
7384,15947,2
7384,17586,4
7384,20227,4
7384,16100,4
7385,16115,6
7385,14551,6
7385,21608,2
7389,8901,3
7389,10875,4
7389,17569,3
7393,16368,2
7393,15553,2
7393,21922,4
7393,16127,3
7393,9152,2
7393,12361,4
7393,19747,4
7397,16368,3
7399,12837,1
7400,11887,6
7400,7603,2
7400,8382,4
7400,8405,4
7400,8913,7
7400,9658,6
7400,11909,4
7400,11927,4
7400,12637,4
7400,13667,6
7400,14018,5
7400,14239,4
7400,14262,4
7400,14850,8
7400,16816,6
7400,16841,4
7400,19873,6
7401,20712,3
7401,16553,7
7401,9967,5
7403,18969,5
7403,20584,2
7403,21817,4
7403,7761,6
7403,12853,3
7407,9375,4
7409,10221,4
7409,10854,5
7409,12829,4
7409,17764,4
7409,20577,4
7409,19090,4
7409,19142,5
7409,21756,2
7409,17779,1
7409,15464,2
7409,18993,4
7409,14702,4
7409,18247,3
7409,21995,3
7409,18415,3
7415,16855,7
7415,13515,4
7415,9174,5
7415,13898,3
7415,16885,2
7417,7684,8
7418,20948,2
7418,14334,4
7418,10396,5
7418,14123,8
7418,22427,3
7418,14426,3
7418,18977,4
7418,18797,9
7418,14531,7
7418,14856,3
7418,18921,4
7418,8241,6
7422,11424,6
7422,10843,7
7422,15965,3
7422,16072,4
7422,10528,3
7422,13134,10
7422,13960,5
7422,21755,6
7422,16594,10
7422,11546,3
7422,19091,5
7422,16337,3
7422,9531,7
7422,7812,6
7422,9408,3
7422,21438,5
7422,18207,5
7422,17079,6
7422,20131,6
7422,16124,2
7422,12988,10
7422,21610,4
7422,18002,4
7422,12160,6
7422,10072,4
7422,17994,3
7422,13537,4
7422,20826,2
7422,14862,9
7422,21497,3
7422,7917,3
7422,21144,2
7429,21185,5
7429,8557,6
7429,10500,1
7430,11967,3
7438,15670,8
7438,18952,2
7438,9940,7
7438,22040,7
7438,20363,8
7438,11977,5
7439,15606,1
7439,7776,4
7441,13001,5
7441,8178,8
7443,13959,5
7443,20368,4
7443,18111,3
7443,9537,3
7443,18631,5
7444,11003,2
7444,21235,4
7444,18155,2
7444,12586,4
7444,19808,9
7445,9195,3
7445,13322,5
7447,7447,5
7447,20269,2
7447,16543,2
7447,9619,2
7447,8655,1
7447,10088,2
7447,17102,1
7447,21774,2
7448,19385,3
7448,21056,3
7448,12402,3
7448,17849,2
7448,18370,2
7448,15523,3
7448,9554,1
7448,21672,2
7448,21491,2
7448,9645,4
7448,13528,4
7448,19379,2
7448,7896,3
7448,14465,2
7448,11161,3
7448,18181,5
7451,17135,3
7454,13141,5
7454,19711,5
7458,14720,6
7458,15362,3
7458,8324,7
7458,9273,3
7458,11140,6
7458,15644,7
7458,13517,4
7458,22403,2
7458,14095,4
7458,21814,2
7459,22403,2
7459,15644,8
7461,21848,4
7461,17665,3
7461,17987,5
7461,20597,3
7461,20415,3
7461,21812,3
7461,14413,3
7461,14650,2
7461,16896,3
7461,17328,2
7462,18765,4
7462,11102,1
7462,14862,1
7466,14764,1
7466,13540,4
7466,11791,2
7466,18707,2
7466,9143,4
7466,8019,3
7469,12592,3
7469,19261,2
7469,12252,3
7472,18768,4
7472,17724,6
7472,21180,4
7472,10768,2
7472,21788,6
7472,17784,5
7473,9019,3
7473,17639,1
7473,14264,5
7473,13776,1
7473,10860,4
7473,13053,1
7473,21555,6
7473,20299,4
7473,10562,3
7473,8985,4
7473,22173,7
7473,9119,3
7473,12300,1
7473,14252,4
7473,11842,2
7473,12056,2
7473,16608,2
7473,17740,2
7473,18393,3
7473,10648,4
7473,11387,2
7473,12593,1
7473,21771,6
7473,11833,2
7473,19368,4
7473,20785,3
7473,11318,8
7473,7983,9
7473,10604,1
7477,7645,2
7477,15208,3
7477,10510,4
7477,21803,4
7477,19053,6
7477,18561,6
7477,10500,10
7477,9149,4
7477,9368,3
7477,9816,4
7477,13232,3
7477,9255,3
7481,9883,2
7481,15240,3
7481,14539,2
7485,19282,4
7485,8141,5
7485,8224,6
7488,16368,6
7488,20438,5
7488,17928,6
7488,12361,9
7492,15477,2
7492,8797,4
7492,18456,1
7492,15875,3
7492,19568,2
7493,7645,1
7493,16375,1
7493,19783,3
7493,9368,2
7493,21803,1
7493,10043,3
7493,10500,3
7493,15661,2
7493,21860,3
7493,9816,3
7493,12587,3
7493,9255,1
7493,15567,1
7493,10510,2
7493,19053,3
7493,13966,1
7493,9149,2
7493,18561,2
7493,8070,2
7494,16427,3
7494,9562,3
7494,17214,1
7494,22110,4
7495,19081,2
7497,16809,1
7503,15544,3
7503,18647,2
7503,15410,2
7503,15957,4
7503,11663,3
7503,16623,3
7503,16181,2
7503,12965,3
7503,11102,4
7503,19050,3
7503,12038,4
7503,20510,1
7511,7776,3
7511,17396,7
7511,16007,3
7511,20036,4
7511,20092,2
7511,8119,3
7511,21712,5
7511,9156,5
7511,20438,2
7516,9514,7
7522,19935,4
7522,17413,3
7522,12075,6
7522,12361,6
7522,18601,6
7522,18241,2
7522,12710,2
7522,20036,2
7522,15183,3
7522,10941,6
7522,17980,4
7522,22083,3
7522,19740,4
7524,8183,6
7524,9938,2
7524,13559,1
7524,21301,6
7524,19584,4
7526,15499,5
7527,10348,2
7527,18688,3
7528,11055,1
7528,7683,2
7528,18598,3
7529,12086,4
7529,16079,3
7529,18729,4
7532,14242,2
7532,16658,5
7536,8164,2
7536,14985,3
7536,10771,6
7536,18973,1
7536,18488,3
7536,8094,3
7536,8936,6
7537,12068,5
7537,8991,5
7538,11927,1
7538,7992,2
7541,15125,1
7541,12729,4
7541,18648,4
7542,8901,3
7542,17110,2
7542,18155,1
7542,14799,3
7547,20602,4
7547,21207,2
7547,14722,4
7547,12301,3
7549,16427,2
7549,17495,3
7549,13866,3
7549,17340,4
7549,22100,2
7549,15127,4
7549,11719,4
7549,8506,3
7549,9164,2
7549,21491,4
7549,9554,2
7549,22110,3
7549,9394,5
7549,9562,4
7549,14585,4
7549,9363,5
7549,16001,4
7552,7800,4
7552,11256,1
7552,16733,6
7554,15389,9
7557,7856,3
7557,20616,4
7557,13047,4
7560,21989,3
7564,13645,1
7564,18090,1
7564,11446,1
7564,16203,1
7564,14155,1
7564,16128,1
7564,9263,2
7564,12872,1
7564,12457,2
7564,8712,1
7564,21280,2
7564,7602,1
7564,16972,1
7564,15797,1
7564,11102,1
7564,20876,1
7564,10018,1
7566,16427,2
7566,19862,4
7566,21491,3
7566,11585,3
7566,18819,4
7566,10129,3
7566,21907,3
7566,9562,2
7566,22100,2
7566,17340,2
7566,16001,4
7566,11897,4
7566,9164,3
7566,9363,4
7566,8351,3
7570,21226,3
7570,19720,4
7570,12579,5
7570,15537,3
7570,10657,5
7570,10043,8
7570,10500,5
7570,21860,7
7570,16010,5
7570,12587,5
7570,15567,3
7570,9149,4
7570,8070,6
7570,15208,3
7570,8675,1
7571,9395,3
7572,16899,4
7578,11879,5
7581,12308,2
7581,11710,3
7581,20095,4
7581,19386,5
7581,22187,5
7581,14650,3
7581,22239,3
7581,14795,2
7582,19582,5
7585,22237,6
7585,15851,2
7585,16081,3
7585,21206,1
7585,19207,2
7585,8335,9
7589,14551,3
7592,10463,3
7592,21970,2
7592,21090,5
7595,20582,4
7595,16034,2
7595,18911,4
7595,21366,1
7595,19504,2
7595,20076,3
7595,12830,5
7595,9282,3
7595,9710,1
7595,20923,3
7595,18475,3
7595,10152,3
7595,19854,2
7596,7790,6
7596,12281,6
7596,16809,3
7596,19302,2
7596,9644,4
7596,8420,3
7597,15681,9
7598,16019,4
7598,18456,3
7601,21514,8
7601,20034,5
7602,8395,3
7602,18090,11
7602,17639,2
7602,14264,6
7602,13776,4
7602,13053,4
7602,9819,3
7602,12965,5
7602,12300,4
7602,7867,2
7602,11282,11
7602,19017,2
7602,11036,5
7602,8910,2
7602,17740,1
7602,13261,7
7602,15410,1
7602,12512,4
7602,16277,1
7602,9263,2
7602,20837,3
7602,8712,3
7602,12593,5
7602,17065,8
7602,16972,3
7602,12252,3
7602,16779,4
7602,15744,6
7602,8417,2
7602,13551,2
7602,8985,3
7602,9716,6
7602,11663,8
7602,8514,3
7602,12124,2
7602,14628,2
7602,14391,1
7602,22435,4
7602,11507,2
7602,15472,6
7602,17121,6
7602,20785,2
7602,16653,1
7602,21219,3
7602,21631,6
7602,12457,4
7602,15808,5
7602,14591,10
7602,18992,3
7602,15385,7
7602,8434,4
7602,9512,7
7602,11102,3
7602,10978,4
7602,15957,1
7602,20488,3
7603,15686,1
7603,11927,5
7603,14018,6
7603,14850,3
7603,16816,3
7603,20334,9
7603,20341,2
7603,18648,1
7605,11504,3
7605,11939,5
7605,9298,5
7605,16372,2
7605,15442,4
7606,9813,13
7606,21324,4
7606,21274,7
7606,21681,8
7606,19964,4
7606,18235,8
7606,16103,6
7606,16105,4
7606,13140,7
7606,19621,2
7606,14703,12
7606,20168,9
7606,13408,3
7606,11248,4
7606,12025,5
7606,7919,9
7606,12745,7
7606,20516,5
7606,9567,6
7606,20037,12
7606,18167,7
7606,20889,8
7606,9996,10
7606,11850,2
7606,11349,4
7606,11473,7
7606,17591,9
7606,13074,6
7606,8062,10
7606,7978,6
7606,18638,7
7606,19127,7
7606,18539,7
7606,18624,5
7606,21087,11
7606,8795,8
7608,9699,5
7608,14090,1
7608,10488,2
7608,13892,3
7609,13282,4
7609,8752,3
7609,11810,2
7609,22119,2
7609,21843,1
7614,16079,3
7615,18487,4
7615,20941,4
7615,7870,5
7615,18097,9
7615,16394,3
7617,13970,2
7618,14539,5
7618,20107,2
7618,13410,3
7618,13061,1
7618,15194,3
7618,16749,7
7618,17113,1
7618,21235,1
7618,14159,3
7618,9802,6
7618,15240,3
7618,21396,5
7618,21026,2
7618,9124,3
7618,11839,3
7618,14170,3
7618,21445,3
7618,9883,4
7618,18101,4
7618,20397,4
7618,20594,4
7621,12086,2
7621,15494,7
7621,9628,3
7621,18729,3
7621,9547,3
7621,8236,4
7621,16079,2
7627,18418,3
7627,10206,3
7627,13435,2
7627,15264,2
7630,10814,2
7630,17570,1
7630,10060,3
7630,16336,2
7630,14585,2
7630,16226,4
7630,8335,2
7633,8443,8
7633,20199,5
7633,9109,5
7635,11263,5
7635,21198,4
7635,13646,5
7635,13889,3
7635,8213,4
7635,9826,5
7635,19927,4
7635,14449,5
7635,20954,2
7635,21333,4
7635,20832,6
7642,20031,4
7642,9049,3
7642,21946,4
7642,21233,4
7642,15586,6
7642,9990,4
7642,8249,3
7642,17625,5
7642,17190,4
7642,15005,4
7642,14509,4
7642,15867,5
7642,13102,6
7642,13747,3
7642,9471,3
7645,19512,2
7645,10560,8
7645,12483,4
7645,15537,6
7645,14282,7
7645,10043,5
7645,9953,6
7645,12227,5
7645,11969,5
7645,9368,3
7645,12587,4
7645,13232,8
7645,9255,5
7645,20499,6
7645,12492,4
7645,14529,3
7645,19053,6
7645,7816,9
7645,18472,7
7645,10216,2
7645,16828,6
7645,18561,5
7645,8675,2
7645,12112,7
7645,15124,2
7645,10657,7
7645,21803,4
7645,12511,2
7645,10500,2
7645,9055,7
7645,21860,4
7645,11492,3
7645,11179,6
7645,12480,2
7645,12619,4
7645,21556,7
7645,15208,6
7645,12738,5
7645,21492,3
7645,10510,3
7645,19416,3
7645,9149,8
7645,12579,7
7645,9816,3
7645,22025,6
7645,17248,2
7646,10443,4
7651,18056,1
7651,14257,1
7651,12001,2
7651,16106,1
7651,9183,2
7655,20948,2
7655,10542,3
7655,19147,3
7655,14426,4
7655,18797,2
7655,11049,2
7655,19894,1
7655,12928,2
7655,18921,2
7655,8428,1
7655,21988,2
7655,17706,2
7655,13546,1
7655,13341,2
7655,16108,4
7655,14123,3
7655,8412,2
7655,10396,1
7655,21307,2
7655,18977,3
7655,14531,1
7655,14334,3
7655,16264,3
7655,10292,3
7655,21586,2
7658,9495,6
7658,12460,4
7658,16839,8
7662,16953,2
7662,9027,4
7662,21332,5
7666,15362,5
7666,11140,4
7666,15552,2
7666,13966,3
7666,17860,6
7666,11611,5
7666,10672,3
7666,22403,2
7666,21646,2
7666,17048,4
7666,13401,6
7666,15644,4
7670,16427,2
7670,9652,4
7670,14471,1
7670,21907,3
7670,12116,2
7670,22100,2
7670,7860,5
7670,15523,4
7670,9554,3
7670,21721,4
7670,11849,5
7670,8351,3
7670,9164,2
7670,11946,2
7670,11719,5
7670,21491,3
7670,17669,1
7670,17340,2
7670,9562,2
7670,8893,3
7670,9645,3
7670,16001,4
7670,18819,4
7670,11585,3
7670,9363,4
7670,17214,2
7670,10995,2
7673,8119,4
7673,14370,3
7674,17713,7
7675,11265,1
7675,16532,3
7676,13731,6
7683,19788,2
7683,11055,3
7683,15924,2
7683,16579,2
7683,18598,2
7683,15375,2
7683,18012,1
7684,12075,8
7684,20178,6
7684,16127,2
7684,12340,8
7684,21454,2
7684,20092,5
7684,7906,1
7684,17396,6
7684,21922,2
7684,7979,12
7684,15207,2
7690,10833,4
7690,15155,2
7690,16809,2
7690,16359,2
7698,16809,3
7699,19369,3
7699,10823,2
7699,22469,3
7703,11397,3
7703,8255,4
7703,21325,6
7703,7806,5
7703,13735,7
7703,20888,6
7703,20708,11
7703,10717,6
7703,18989,6
7703,19877,8
7703,22438,6
7703,17499,4
7703,21103,6
7703,8780,2
7703,16133,6
7703,12106,10
7703,13813,5
7703,11611,1
7703,20412,3
7706,12829,4
7706,19827,3
7706,16707,2
7706,21813,1
7706,10221,3
7706,17309,4
7706,14702,4
7706,16752,2
7706,10951,2
7706,22444,4
7706,9544,3
7706,17764,3
7706,18415,2
7706,16739,4
7706,15876,2
7706,18521,3
7706,21995,3
7707,22393,4
7707,18133,6
7709,20314,2
7709,13508,2
7709,14862,2
7709,21438,1
7713,12308,6
7713,21848,8
7713,16677,1
7713,15329,3
7713,21812,7
7713,7948,4
7713,14448,4
7713,16716,11
7713,8153,4
7713,17106,4
7713,14650,8
7713,12286,8
7713,20415,7
7713,9413,3
7713,20742,3
7717,11566,5
7717,12847,2
7717,13616,2
7718,9189,2
7719,13515,2
7719,9174,4
7719,18097,1
7719,21849,9
7719,16570,3
7719,16525,5
7719,16885,7
7726,13533,7
7726,14869,3
7726,11808,6
7726,20361,5
7726,9674,4
7726,18382,6
7726,13591,3
7726,14261,7
7726,20995,3
7726,9279,3
7726,13769,2
7726,8862,4
7726,20738,6
7726,13562,4
7726,22334,4
7726,11757,2
7726,9895,2
7726,20501,6
7726,21757,5
7727,11563,4
7727,16137,1
7732,11710,3
7732,20442,3
7732,15665,2
7732,18579,3
7732,11514,7
7732,18902,3
7736,18987,3
7737,16427,2
7737,18338,5
7740,21400,9
7740,9392,10
7743,16137,1
7743,10160,3
7744,22122,9
7744,20641,11
7744,16449,7
7744,18488,9
7744,18161,3
7751,11710,3
7751,8026,2
7751,12261,4
7751,11514,2
7751,9563,4
7751,12651,3
7751,9523,4
7751,20415,2
7751,14650,2
7751,22289,4
7753,22130,2
7754,12130,4
7754,19582,4
7754,12786,4
7754,22162,2
7758,10600,1
7760,15362,5
7760,9273,4
7760,9515,5
7760,11140,3
7760,11611,5
